tourney_date,tourney_name,surface,tourney_level,round,first_player_height,first_player_age,first_player_rank,first_player_ace,first_player_double_fault,second_player_height,second_player_age,second_player_rank,second_player_ace,second_player_double_fault,first_player,second_player,winner_player,player1_AceAverage_AllTime,player2_AceAverage_AllTime,player1_AceAverage_surface,player2_AceAverage_surface,player1_win_avr_surface_alltime,player2_win_avr_surface_alltime,year,player1_win_avr_surface_and_year,player2_win_avr_surface_and_year
20170814,Cincinnati Masters,Hard,M,R32,188.0,23.5,244.0,6.0,2.0,198.0,28.8,30.0,4.0,2.0,Mitchell Krueger,Juan Martin del Potro,2,5.0,7.5,7.0,7.6,0.5,0.73,2017,0.5,0.6
20170814,Cincinnati Masters,Hard,M,R32,188.0,26.2,11.0,11.0,2.0,188.0,35.8,34.0,8.0,2.0,Grigor Dimitrov,Feliciano Lopez,1,7.4,11.1,7.6,11.3,0.646,0.539,2017,0.76,0.333
20170814,Cincinnati Masters,Hard,M,R32,188.0,19.5,87.0,8.0,1.0,198.0,20.3,7.0,12.0,7.0,Frances Tiafoe,Alexander Zverev,1,8.2,6.8,7.5,7.1,0.227,0.633,2017,0.273,0.8
20170814,Cincinnati Masters,Hard,M,R32,185.0,20.2,175.0,1.0,1.0,206.0,32.3,19.0,16.0,0.0,Tommy Paul,John Isner,2,4.7,18.9,5.2,18.6,0.5,0.655,2017,0.75,0.588
20170814,Cincinnati Masters,Hard,M,R32,188.0,20.8,60.0,8.0,5.0,188.0,22.7,180.0,12.0,6.0,Jared Donaldson,Ramkumar Ramanathan,1,6.3,6.6,6.4,5.5,0.455,0.364,2017,0.556,0.333
20170814,Cincinnati Masters,Hard,M,R32,178.0,23.2,240.0,4.0,3.0,185.0,25.4,65.0,2.0,3.0,Christian Harrison,Nikoloz Basilashvili,2,3.8,2.8,3.8,3.0,0.25,0.394,2017,0.0,0.529
20170814,Cincinnati Masters,Hard,M,R32,180.0,33.1,69.0,7.0,7.0,175.0,35.3,31.0,6.0,8.0,Janko Tipsarevic,David Ferrer,2,6.0,2.6,6.5,2.8,0.477,0.674,2017,,0.545
20170814,Cincinnati Masters,Hard,M,R32,188.0,26.0,17.0,4.0,2.0,190.0,29.9,26.0,8.0,6.0,Pablo Carreno Busta,Mischa Zverev,1,4.1,6.2,5.1,5.6,0.5,0.473,2017,0.615,0.474
20170814,Cincinnati Masters,Hard,M,R32,183.0,29.1,36.0,4.0,6.0,198.0,29.8,20.0,8.0,5.0,Adrian Mannarino,Sam Querrey,1,4.6,13.4,4.5,12.6,0.459,0.546,2017,0.524,0.708
20170814,Cincinnati Masters,Hard,M,R32,185.0,23.9,8.0,5.0,2.0,178.0,30.2,25.0,3.0,2.0,Dominic Thiem,Fabio Fognini,1,5.7,3.2,6.2,3.7,0.534,0.509,2017,0.565,0.692
20170814,Cincinnati Masters,Hard,M,R32,208.0,38.4,44.0,19.0,7.0,188.0,32.3,12.0,12.0,2.0,Ivo Karlovic,Jo-Wilfried Tsonga,1,20.3,9.6,20.3,10.3,0.571,0.698,2017,0.462,0.773
20170814,Cincinnati Masters,Hard,M,R32,193.0,22.2,23.0,15.0,6.0,180.0,28.7,71.0,2.0,7.0,Nick Kyrgios,Alexandr Dolgopolov,1,13.3,7.3,13.4,6.8,0.656,0.47,2017,0.727,0.333
20170814,Cincinnati Masters,Hard,M,R32,193.0,34.2,22.0,19.0,10.0,188.0,29.5,24.0,7.0,1.0,Gilles Muller,Albert Ramos,2,14.4,3.5,14.1,4.2,0.543,0.384,2017,0.591,0.3
20170814,Cincinnati Masters,Hard,M,R32,185.0,31.1,29.0,4.0,3.0,185.0,31.1,2.0,8.0,2.0,Richard Gasquet,Rafael Nadal,2,5.0,2.8,5.2,3.0,0.672,0.764,2017,0.688,0.769
20170814,Cincinnati Masters,Hard,M,R16,198.0,21.2,32.0,14.0,6.0,173.0,28.9,46.0,4.0,2.0,Karen Khachanov,Yuichi Sugita,2,8.2,3.9,9.8,3.8,0.455,0.304,2017,0.333,0.667
20170814,Cincinnati Masters,Hard,M,R16,188.0,26.2,11.0,9.0,5.0,198.0,28.8,30.0,6.0,2.0,Grigor Dimitrov,Juan Martin del Potro,1,7.4,7.5,7.6,7.6,0.647,0.732,2017,0.769,0.625
20170814,Cincinnati Masters,Hard,M,R16,206.0,32.3,19.0,27.0,1.0,188.0,19.5,87.0,10.0,5.0,John Isner,Frances Tiafoe,1,18.9,8.2,18.5,7.5,0.657,0.261,2017,0.611,0.333
20170814,Cincinnati Masters,Hard,M,R16,188.0,20.8,60.0,5.0,5.0,185.0,25.4,65.0,5.0,2.0,Jared Donaldson,Nikoloz Basilashvili,1,6.3,2.8,6.4,3.0,0.467,0.412,2017,0.579,0.556
20170814,Cincinnati Masters,Hard,M,R16,188.0,26.0,17.0,0.0,1.0,175.0,35.3,31.0,1.0,4.0,Pablo Carreno Busta,David Ferrer,2,4.1,2.6,5.1,2.8,0.506,0.676,2017,0.643,0.583
20170814,Cincinnati Masters,Hard,M,R16,183.0,29.1,36.0,2.0,1.0,185.0,23.9,8.0,4.0,4.0,Adrian Mannarino,Dominic Thiem,2,4.6,5.6,4.5,6.2,0.463,0.538,2017,0.545,0.583
20170814,Cincinnati Masters,Hard,M,R16,208.0,38.4,44.0,28.0,5.0,193.0,22.2,23.0,8.0,3.0,Ivo Karlovic,Nick Kyrgios,2,20.3,13.3,20.3,13.4,0.573,0.659,2017,0.5,0.739
20170814,Cincinnati Masters,Hard,M,R16,185.0,31.1,2.0,7.0,0.0,188.0,29.5,24.0,3.0,4.0,Rafael Nadal,Albert Ramos,1,2.8,3.5,3.1,4.2,0.765,0.392,2017,0.778,0.364
20170814,Cincinnati Masters,Hard,M,QF,188.0,26.2,11.0,6.0,0.0,173.0,28.9,46.0,0.0,2.0,Grigor Dimitrov,Yuichi Sugita,1,7.4,3.9,7.6,3.8,0.649,0.333,2017,0.778,0.75
20170814,Cincinnati Masters,Hard,M,QF,206.0,32.3,19.0,25.0,5.0,188.0,20.8,60.0,8.0,5.0,John Isner,Jared Donaldson,1,18.9,6.3,18.6,6.4,0.659,0.478,2017,0.632,0.6
20170814,Cincinnati Masters,Hard,M,QF,185.0,23.9,8.0,4.0,3.0,175.0,35.3,31.0,2.0,4.0,Dominic Thiem,David Ferrer,2,5.6,2.6,6.2,2.8,0.542,0.678,2017,0.6,0.615
20170814,Cincinnati Masters,Hard,M,QF,185.0,31.1,2.0,4.0,2.0,193.0,22.2,23.0,10.0,5.0,Rafael Nadal,Nick Kyrgios,2,2.9,13.3,3.1,13.4,0.767,0.663,2017,0.786,0.75
20170814,Cincinnati Masters,Hard,M,SF,188.0,26.2,11.0,10.0,1.0,206.0,32.3,19.0,14.0,0.0,Grigor Dimitrov,John Isner,1,7.4,18.9,7.6,18.6,0.651,0.661,2017,0.786,0.65
20170814,Cincinnati Masters,Hard,M,SF,193.0,22.2,23.0,14.0,4.0,175.0,35.3,31.0,1.0,5.0,Nick Kyrgios,David Ferrer,1,13.2,2.6,13.3,2.8,0.667,0.68,2017,0.76,0.643
20170814,Cincinnati Masters,Hard,M,F,188.0,26.2,11.0,6.0,5.0,193.0,22.2,23.0,15.0,4.0,Grigor Dimitrov,Nick Kyrgios,1,7.4,13.2,7.6,13.3,0.653,0.667,2017,0.793,0.76
20170821,Winston-Salem,Hard,A,R64,188.0,26.4,64.0,7.0,6.0,185.0,35.6,107.0,4.0,5.0,Pierre Hugues Herbert,Julien Benneteau,2,10.5,7.1,10.6,7.1,0.417,0.495,2017,0.455,0.25
20170821,Winston-Salem,Hard,A,R64,188.0,19.8,54.0,11.0,5.0,178.0,33.4,65.0,3.0,4.0,Andrey Rublev,Steve Darcis,1,4.0,3.5,4.3,3.5,0.35,0.486,2017,0.4,0.667
20170821,Winston-Salem,Hard,A,R64,188.0,30.9,85.0,4.0,1.0,172.0,25.2,67.0,2.0,4.0,Denis Istomin,Damir Dzumhur,2,6.5,2.5,6.8,2.8,0.448,0.453,2017,0.5,0.526
20170821,Winston-Salem,Hard,A,R64,188.0,32.3,58.0,3.0,3.0,180.0,23.3,268.0,0.0,3.0,Horacio Zeballos,Dominik Koepfer,1,5.7,,6.1,,0.395,,2017,0.375,
20170821,Winston-Salem,Hard,A,R64,188.0,25.5,122.0,4.0,3.0,190.0,28.9,257.0,8.0,8.0,Marton Fucsovics,Ernests Gulbis,1,3.8,9.5,5.3,9.9,0.333,0.546,2017,,
20170821,Winston-Salem,Hard,A,R64,188.0,22.6,45.0,9.0,2.0,173.0,28.2,81.0,4.0,5.0,Kyle Edmund,Thomas Fabbiano,1,5.7,1.7,5.8,1.6,0.462,0.25,2017,0.476,0.0
20170821,Winston-Salem,Hard,A,R64,183.0,34.5,96.0,1.0,5.0,183.0,24.6,301.0,6.0,2.0,Carlos Berlocq,Alex Bolt,1,3.2,11.0,4.5,11.0,0.382,0.0,2017,0.5,0.0
20170821,Winston-Salem,Hard,A,R64,180.0,27.2,290.0,1.0,5.0,180.0,34.0,61.0,4.0,2.0,Jonathan Eysseric,Yen Hsun Lu,2,,4.5,,4.3,,0.478,2017,,0.333
20170821,Winston-Salem,Hard,A,R64,193.0,27.3,56.0,15.0,9.0,193.0,27.0,83.0,7.0,6.0,Jan Lennard Struff,Norbert Gombos,1,7.3,5.4,7.5,6.3,0.424,0.286,2017,0.4,0.5
20170821,Winston-Salem,Hard,A,R64,190.0,33.4,86.0,4.0,1.0,180.0,33.1,66.0,1.0,2.0,Andreas Seppi,Janko Tipsarevic,1,5.5,6.0,6.3,6.5,0.472,0.467,2017,0.556,0.0
20170821,Winston-Salem,Hard,A,R64,183.0,28.0,57.0,3.0,2.0,178.0,33.5,68.0,3.0,4.0,Donald Young,Rogerio Dutra Silva,1,3.5,3.8,3.6,4.9,0.512,0.364,2017,0.6,0.4
20170821,Winston-Salem,Hard,A,R64,178.0,25.0,93.0,3.0,5.0,185.0,26.4,70.0,5.0,7.0,Nicolas Kicker,Andrey Kuznetsov,2,2.4,4.9,,5.3,,0.47,2017,,0.364
20170821,Winston-Salem,Hard,A,R64,180.0,28.7,63.0,5.0,3.0,183.0,23.2,114.0,8.0,1.0,Alexandr Dolgopolov,Thiago Monteiro,2,7.3,3.9,6.7,3.6,0.466,0.0,2017,0.3,0.0
20170821,Winston-Salem,Hard,A,R64,193.0,19.8,116.0,12.0,9.0,185.0,33.5,80.0,3.0,3.0,Taylor Fritz,Malek Jaziri,1,8.1,4.3,8.2,4.6,0.442,0.43,2017,0.467,0.545
20170821,Winston-Salem,Hard,A,R64,183.0,32.1,82.0,14.0,6.0,175.0,27.1,165.0,2.0,6.0,Marcos Baghdatis,Ricardas Berankis,1,7.0,4.6,7.2,4.7,0.518,0.484,2017,0.545,
20170821,Winston-Salem,Hard,A,R64,185.0,21.3,1360.0,5.0,4.0,180.0,27.1,84.0,4.0,3.0,Petros Chrysochos,Dusan Lajovic,2,,4.0,,4.2,,0.373,2017,,0.5
20170821,Winston-Salem,Hard,A,R32,188.0,26.1,16.0,8.0,0.0,185.0,35.6,107.0,13.0,8.0,Pablo Carreno Busta,Julien Benneteau,2,4.1,7.0,5.0,7.0,0.5,0.5,2017,0.6,0.4
20170821,Winston-Salem,Hard,A,R32,188.0,21.2,49.0,2.0,5.0,188.0,19.8,54.0,8.0,6.0,Hyeon Chung,Andrey Rublev,1,3.3,4.2,3.6,4.6,0.389,0.381,2017,0.364,0.5
20170821,Winston-Salem,Hard,A,R32,183.0,32.6,39.0,4.0,4.0,172.0,25.2,67.0,2.0,4.0,Gilles Simon,Damir Dzumhur,2,4.0,2.5,4.1,2.7,0.582,0.463,2017,0.455,0.55
20170821,Winston-Salem,Hard,A,R32,188.0,32.3,58.0,1.0,7.0,188.0,33.7,42.0,5.0,4.0,Horacio Zeballos,Fernando Verdasco,1,5.6,5.9,6.0,6.2,0.41,0.474,2017,0.444,0.55
20170821,Winston-Salem,Hard,A,R32,185.0,28.3,50.0,1.0,7.0,188.0,25.5,122.0,6.0,3.0,Joao Sousa,Marton Fucsovics,2,3.2,3.8,3.3,5.0,0.465,0.5,2017,0.545,1.0
20170821,Winston-Salem,Hard,A,R32,198.0,21.5,53.0,10.0,13.0,188.0,22.6,45.0,4.0,3.0,Daniil Medvedev,Kyle Edmund,2,6.8,5.7,6.6,5.9,0.56,0.472,2017,0.55,0.5
20170821,Winston-Salem,Hard,A,R32,183.0,34.5,96.0,3.0,6.0,193.0,31.5,47.0,8.0,8.0,Carlos Berlocq,Viktor Troicki,1,3.2,8.3,4.4,9.0,0.4,0.525,2017,0.667,0.438
20170821,Winston-Salem,Hard,A,R32,188.0,27.6,46.0,11.0,2.0,180.0,34.0,61.0,4.0,5.0,Steve Johnson,Yen Hsun Lu,1,8.8,4.5,9.1,4.3,0.525,0.483,2017,0.5,0.385
20170821,Winston-Salem,Hard,A,R32,180.0,31.6,31.0,3.0,4.0,193.0,27.3,56.0,13.0,2.0,Pablo Cuevas,Jan Lennard Struff,2,6.3,7.4,6.4,7.6,0.406,0.433,2017,0.5,0.455
20170821,Winston-Salem,Hard,A,R32,190.0,33.4,86.0,6.0,5.0,181.0,28.0,48.0,6.0,3.0,Andreas Seppi,Aljaz Bedene,1,5.5,8.4,6.2,9.1,0.477,0.444,2017,0.6,0.4
20170821,Winston-Salem,Hard,A,R32,188.0,20.7,62.0,7.0,5.0,183.0,28.0,57.0,4.0,4.0,Borna Coric,Donald Young,1,5.3,3.5,5.4,3.6,0.449,0.516,2017,0.375,0.615
20170821,Winston-Salem,Hard,A,R32,185.0,26.4,70.0,10.0,0.0,206.0,32.3,14.0,13.0,5.0,Andrey Kuznetsov,John Isner,2,4.9,18.9,5.3,18.6,0.478,0.657,2017,0.417,0.619
20170821,Winston-Salem,Hard,A,R32,183.0,35.6,40.0,8.0,5.0,183.0,23.2,114.0,4.0,4.0,Paolo Lorenzi,Thiago Monteiro,1,3.9,4.0,4.1,4.1,0.379,0.125,2017,0.385,0.167
20170821,Winston-Salem,Hard,A,R32,173.0,28.9,43.0,1.0,4.0,193.0,19.8,116.0,12.0,2.0,Yuichi Sugita,Taylor Fritz,2,3.8,8.1,3.7,8.3,0.32,0.455,2017,0.6,0.5
20170821,Winston-Salem,Hard,A,R32,183.0,32.1,82.0,4.0,4.0,198.0,24.1,55.0,4.0,6.0,Marcos Baghdatis,Jiri Vesely,1,7.1,6.7,7.3,7.3,0.522,0.425,2017,0.583,0.429
20170821,Winston-Salem,Hard,A,R32,180.0,27.1,84.0,1.0,2.0,183.0,29.3,15.0,1.0,4.0,Dusan Lajovic,Roberto Bautista Agut,2,4.0,3.1,4.2,3.4,0.385,0.637,2017,0.556,0.727
20170821,Winston-Salem,Hard,A,R16,188.0,21.2,49.0,3.0,0.0,185.0,35.6,107.0,1.0,2.0,Hyeon Chung,Julien Benneteau,1,3.3,7.1,3.6,7.1,0.405,0.505,2017,0.417,0.5
20170821,Winston-Salem,Hard,A,R16,172.0,25.2,67.0,7.0,4.0,188.0,32.3,58.0,2.0,4.0,Damir Dzumhur,Horacio Zeballos,1,2.5,5.6,2.7,5.9,0.473,0.425,2017,0.571,0.5
20170821,Winston-Salem,Hard,A,R16,188.0,25.5,122.0,6.0,2.0,188.0,22.6,45.0,4.0,2.0,Marton Fucsovics,Kyle Edmund,2,4.0,5.7,5.2,5.8,0.6,0.481,2017,1.0,0.522
20170821,Winston-Salem,Hard,A,R16,188.0,27.6,46.0,9.0,1.0,183.0,34.5,96.0,2.0,2.0,Steve Johnson,Carlos Berlocq,1,8.8,3.2,9.1,4.4,0.529,0.417,2017,0.524,0.75
20170821,Winston-Salem,Hard,A,R16,190.0,33.4,86.0,8.0,5.0,193.0,27.3,56.0,18.0,12.0,Andreas Seppi,Jan Lennard Struff,2,5.5,7.4,6.2,7.7,0.481,0.443,2017,0.636,0.5
20170821,Winston-Salem,Hard,A,R16,188.0,20.7,62.0,2.0,1.0,206.0,32.3,14.0,5.0,2.0,Borna Coric,John Isner,1,5.3,18.9,5.5,18.6,0.456,0.659,2017,0.412,0.636
20170821,Winston-Salem,Hard,A,R16,193.0,19.8,116.0,9.0,4.0,183.0,35.6,40.0,4.0,7.0,Taylor Fritz,Paolo Lorenzi,1,8.2,3.9,8.4,4.1,0.467,0.388,2017,0.529,0.429
20170821,Winston-Salem,Hard,A,R16,183.0,29.3,15.0,0.0,3.0,183.0,32.1,82.0,5.0,2.0,Roberto Bautista Agut,Marcos Baghdatis,1,3.1,7.1,3.3,7.3,0.639,0.526,2017,0.739,0.615
20170821,Winston-Salem,Hard,A,QF,188.0,21.2,49.0,2.0,3.0,172.0,25.2,67.0,3.0,0.0,Hyeon Chung,Damir Dzumhur,2,3.3,2.6,3.6,2.8,0.421,0.482,2017,0.462,0.591
20170821,Winston-Salem,Hard,A,QF,188.0,27.6,46.0,14.0,9.0,188.0,22.6,45.0,5.0,2.0,Steve Johnson,Kyle Edmund,2,8.8,5.7,9.1,5.8,0.532,0.491,2017,0.545,0.542
20170821,Winston-Salem,Hard,A,QF,188.0,20.7,62.0,6.0,5.0,193.0,27.3,56.0,10.0,5.0,Borna Coric,Jan Lennard Struff,2,5.3,7.5,5.4,7.9,0.463,0.452,2017,0.444,0.538
20170821,Winston-Salem,Hard,A,QF,193.0,19.8,116.0,9.0,1.0,183.0,29.3,15.0,5.0,2.0,Taylor Fritz,Roberto Bautista Agut,2,8.2,3.0,8.4,3.3,0.478,0.641,2017,0.556,0.75
20170821,Winston-Salem,Hard,A,SF,172.0,25.2,67.0,2.0,4.0,188.0,22.6,45.0,7.0,2.0,Damir Dzumhur,Kyle Edmund,1,2.6,5.7,2.8,5.8,0.491,0.5,2017,0.609,0.56
20170821,Winston-Salem,Hard,A,SF,183.0,29.3,15.0,2.0,2.0,193.0,27.3,56.0,6.0,4.0,Roberto Bautista Agut,Jan Lennard Struff,1,3.0,7.5,3.3,7.9,0.643,0.46,2017,0.76,0.571
20170821,Winston-Salem,Hard,A,F,172.0,25.2,67.0,1.0,4.0,183.0,29.3,15.0,3.0,1.0,Damir Dzumhur,Roberto Bautista Agut,2,2.6,3.0,2.8,3.3,0.5,0.643,2017,0.625,0.76
20170828,US Open,Hard,G,R128,185.0,31.2,1.0,5.0,5.0,180.0,27.1,85.0,1.0,2.0,Rafael Nadal,Dusan Lajovic,1,2.9,4.0,3.1,4.2,0.762,0.377,2017,0.759,0.5
20170828,US Open,Hard,G,R128,191.0,24.5,121.0,1.0,5.0,185.0,20.2,159.0,8.0,9.0,Taro Daniel,Tommy Paul,1,3.0,4.5,3.7,4.8,0.267,0.462,2017,0.0,0.667
20170828,US Open,Hard,G,R128,173.0,28.9,44.0,2.0,4.0,180.0,19.0,331.0,3.0,9.0,Yuichi Sugita,Geoffrey Blancaneaux,1,3.8,,3.6,,0.308,,2017,0.5,
20170828,US Open,Hard,G,R128,188.0,30.2,59.0,9.0,8.0,185.0,31.1,30.0,1.0,6.0,Leonardo Mayer,Richard Gasquet,1,5.9,5.0,6.1,5.2,0.407,0.669,2017,,0.647
20170828,US Open,Hard,G,R128,185.0,25.6,144.0,9.0,3.0,178.0,30.2,26.0,5.0,9.0,Stefano Travaglia,Fabio Fognini,1,14.5,3.2,,3.7,,0.505,2017,,0.643
20170828,US Open,Hard,G,R128,193.0,31.5,52.0,11.0,4.0,193.0,27.0,84.0,9.0,10.0,Viktor Troicki,Norbert Gombos,1,8.3,5.5,9.0,6.4,0.521,0.25,2017,0.412,0.4
20170828,US Open,Hard,G,R128,180.0,28.8,64.0,10.0,6.0,193.0,27.3,49.0,18.0,11.0,Alexandr Dolgopolov,Jan Lennard Struff,1,7.2,7.5,6.7,7.9,0.462,0.453,2017,0.273,0.533
20170828,US Open,Hard,G,R128,183.0,25.3,45.0,9.0,5.0,196.0,31.9,18.0,9.0,5.0,Ryan Harrison,Tomas Berdych,2,7.0,8.0,6.7,8.1,0.455,0.697,2017,0.579,0.652
20170828,US Open,Hard,G,R128,180.0,26.7,14.0,12.0,7.0,185.0,35.6,100.0,4.0,5.0,David Goffin,Julien Benneteau,1,5.2,7.0,5.4,7.0,0.586,0.5,2017,0.667,0.429
20170828,US Open,Hard,G,R128,178.0,33.4,66.0,1.0,3.0,185.0,27.2,72.0,3.0,0.0,Steve Darcis,Guido Pella,2,3.5,4.7,3.5,4.8,0.472,0.359,2017,0.615,0.5
20170828,US Open,Hard,G,R128,183.0,28.0,57.0,8.0,7.0,191.0,22.2,125.0,8.0,3.0,Donald Young,Maximilian Marterer,1,3.5,5.4,3.6,6.0,0.512,0.0,2017,0.593,0.0
20170828,US Open,Hard,G,R128,188.0,30.5,79.0,3.0,8.0,193.0,30.9,22.0,18.0,5.0,Jeremy Chardy,Gael Monfils,2,8.1,8.4,8.8,9.0,0.492,0.664,2017,0.462,0.625
20170828,US Open,Hard,G,R128,180.0,31.6,31.0,6.0,4.0,172.0,25.2,56.0,2.0,4.0,Pablo Cuevas,Damir Dzumhur,2,6.2,2.5,6.4,2.8,0.4,0.492,2017,0.444,0.6
20170828,US Open,Hard,G,R128,183.0,26.8,107.0,8.0,6.0,178.0,25.0,93.0,4.0,11.0,Cedrik Marcel Stebe,Nicolas Kicker,1,2.9,2.4,2.2,3.0,0.4,0.0,2017,0.5,0.0
20170828,US Open,Hard,G,R128,188.0,19.8,53.0,5.0,3.0,181.0,28.1,48.0,12.0,5.0,Andrey Rublev,Aljaz Bedene,1,4.2,8.4,4.8,9.1,0.364,0.438,2017,0.429,0.364
20170828,US Open,Hard,G,R128,185.0,23.2,210.0,4.0,6.0,188.0,26.2,9.0,6.0,3.0,Vaclav Safranek,Grigor Dimitrov,2,,7.4,,7.6,,0.655,2017,,0.8
20170828,US Open,Hard,G,R128,185.0,36.0,3.0,17.0,4.0,188.0,19.6,70.0,5.0,6.0,Roger Federer,Frances Tiafoe,1,8.0,8.3,7.9,7.6,0.84,0.25,2017,0.92,0.308
20170828,US Open,Hard,G,R128,183.0,35.1,101.0,11.0,11.0,188.0,30.4,88.0,3.0,8.0,Mikhail Youzhny,Blaz Kavcic,1,3.7,4.9,3.8,5.9,0.467,0.4,2017,0.357,
20170828,US Open,Hard,G,R128,193.0,27.1,78.0,0.0,0.0,188.0,33.7,43.0,1.0,1.0,Vasek Pospisil,Fernando Verdasco,2,9.7,5.9,9.5,6.2,0.488,0.47,2017,0.375,0.524
20170828,US Open,Hard,G,R128,188.0,35.9,35.0,26.0,5.0,185.0,26.5,75.0,21.0,7.0,Feliciano Lopez,Andrey Kuznetsov,1,11.1,5.0,11.3,5.3,0.535,0.471,2017,0.308,0.385
20170828,US Open,Hard,G,R128,178.0,33.8,37.0,6.0,4.0,175.0,29.6,203.0,2.0,1.0,Philipp Kohlschreiber,Tim Smyczek,1,5.6,4.8,6.3,5.1,0.529,0.369,2017,0.625,0.143
20170828,US Open,Hard,G,R128,173.0,31.5,164.0,5.0,7.0,188.0,29.7,129.0,10.0,4.0,Vincent Millot,Santiago Giraldo,2,4.4,3.7,4.3,4.0,0.353,0.329,2017,0.4,0.0
20170828,US Open,Hard,G,R128,183.0,23.2,113.0,7.0,5.0,185.0,33.6,80.0,15.0,9.0,Thiago Monteiro,Malek Jaziri,2,4.0,4.3,4.1,4.6,0.111,0.425,2017,0.143,0.522
20170828,US Open,Hard,G,R128,183.0,28.2,235.0,3.0,2.0,193.0,22.3,17.0,17.0,7.0,John Millman,Nick Kyrgios,1,4.3,13.3,4.6,13.3,0.42,0.663,2017,0.5,0.741
20170828,US Open,Hard,G,R128,190.0,33.5,81.0,11.0,3.0,183.0,29.3,13.0,4.0,1.0,Andreas Seppi,Roberto Bautista Agut,2,5.5,3.0,6.3,3.3,0.477,0.647,2017,0.583,0.778
20170828,US Open,Hard,G,R128,196.0,32.7,116.0,16.0,9.0,188.0,29.6,76.0,3.0,7.0,Dustin Brown,Thomaz Bellucci,1,7.7,5.6,7.5,6.2,0.375,0.409,2017,0.333,0.2
20170828,US Open,Hard,G,R128,185.0,31.8,148.0,11.0,1.0,188.0,17.8,923.0,4.0,3.0,Adrian Menendez Maceiras,Patrick Kypson,1,5.1,,6.6,,0.2,,2017,,
20170828,US Open,Hard,G,R128,198.0,28.9,28.0,16.0,6.0,185.0,25.4,94.0,9.0,10.0,Juan Martin del Potro,Henri Laaksonen,1,7.5,3.9,7.5,4.3,0.726,0.3,2017,0.588,0.5
20170828,US Open,Hard,G,R128,175.0,27.1,165.0,0.0,3.0,183.0,29.1,34.0,5.0,1.0,Ricardas Berankis,Adrian Mannarino,2,4.5,4.6,4.6,4.5,0.477,0.46,2017,0.0,0.522
20170828,US Open,Hard,G,R128,183.0,24.1,135.0,7.0,1.0,208.0,38.4,38.0,46.0,11.0,Bjorn Fratangelo,Ivo Karlovic,1,4.5,20.4,5.1,20.3,0.333,0.57,2017,0.286,0.467
20170828,US Open,Hard,G,R128,183.0,32.1,83.0,5.0,10.0,193.0,19.8,108.0,7.0,5.0,Marcos Baghdatis,Taylor Fritz,2,7.0,8.2,7.3,8.4,0.521,0.468,2017,0.571,0.526
20170828,US Open,Hard,G,R128,185.0,23.9,8.0,3.0,3.0,183.0,18.5,186.0,1.0,4.0,Dominic Thiem,Alex De Minaur,1,5.6,3.5,6.2,3.4,0.537,0.4,2017,0.577,0.4
20170828,US Open,Hard,G,R128,183.0,32.6,39.0,2.0,2.0,198.0,29.8,21.0,10.0,3.0,Gilles Simon,Sam Querrey,2,4.0,13.4,4.1,12.5,0.579,0.542,2017,0.417,0.68
20170828,US Open,Hard,G,R128,201.0,21.3,324.0,10.0,4.0,175.0,32.3,71.0,2.0,1.0,Christopher Eubanks,Dudi Sela,2,6.2,2.2,6.2,2.3,0.4,0.425,2017,0.5,0.375
20170828,US Open,Hard,G,R128,185.0,21.1,77.0,11.0,7.0,175.0,27.7,138.0,3.0,5.0,Ernesto Escobedo,Radu Albot,2,6.5,2.3,6.2,2.2,0.357,0.174,2017,0.364,0.125
20170828,US Open,Hard,G,R128,198.0,21.2,29.0,10.0,4.0,180.0,34.0,63.0,7.0,4.0,Karen Khachanov,Yen Hsun Lu,2,8.3,4.5,9.9,4.3,0.441,0.479,2017,0.312,0.357
20170828,US Open,Hard,G,R128,190.0,30.0,27.0,11.0,7.0,188.0,22.5,710.0,5.0,10.0,Mischa Zverev,Thai Son Kwiatkowski,1,6.2,5.0,5.7,,0.464,,2017,0.45,
20170828,US Open,Hard,G,R128,196.0,28.3,41.0,14.0,3.0,185.0,29.8,120.0,2.0,1.0,Benoit Paire,Lukas Lacko,1,8.2,6.1,9.1,6.1,0.472,0.397,2017,0.476,0.556
20170828,US Open,Hard,G,R128,188.0,21.2,47.0,16.0,10.0,188.0,32.3,58.0,13.0,1.0,Hyeon Chung,Horacio Zeballos,1,3.3,5.6,3.5,5.8,0.41,0.415,2017,0.429,0.455
20170828,US Open,Hard,G,R128,206.0,32.3,15.0,22.0,1.0,188.0,26.4,65.0,11.0,8.0,John Isner,Pierre Hugues Herbert,1,18.8,10.4,18.5,10.5,0.656,0.408,2017,0.609,0.417
20170828,US Open,Hard,G,R128,183.0,23.3,73.0,8.0,10.0,185.0,24.9,16.0,15.0,6.0,Jordan Thompson,Jack Sock,1,6.3,6.4,6.3,6.7,0.333,0.618,2017,0.429,0.733
20170828,US Open,Hard,G,R128,188.0,28.5,202.0,8.0,7.0,173.0,28.2,82.0,3.0,6.0,John Patrick Smith,Thomas Fabbiano,2,6.4,1.8,4.2,1.8,0.091,0.235,2017,0.0,0.0
20170828,US Open,Hard,G,R128,185.0,28.4,50.0,5.0,3.0,183.0,35.7,40.0,9.0,5.0,Joao Sousa,Paolo Lorenzi,2,3.2,3.9,3.3,4.1,0.462,0.382,2017,0.5,0.4
